category,storage_type,shelf_life_days,days_remaining_at_purchase,days_until_expiry,risk_level
0,2,2,1,0,High
2,1,13,11,11,High
4,0,115,95,95,Low
4,0,303,290,289,Low
8,0,7,7,7,Medium
1,1,15,14,12,Low
7,1,3,3,0,Low
6,1,16,16,16,High
8,0,4,4,2,Medium
3,1,9,6,5,Medium
8,1,6,4,3,Low
5,0,8,7,5,Medium
0,2,2,1,0,Medium
6,1,5,5,4,Medium
7,1,3,2,0,High
2,1,18,13,11,Medium
7,1,3,2,0,High
5,1,8,7,4,High
4,0,275,223,223,Medium
0,2,6,4,2,Low
4,0,138,134,133,High
2,1,25,20,17,Low
4,0,142,129,126,Low
7,1,1,0,0,High
2,1,26,23,20,High
5,1,4,4,1,Low
4,0,295,288,287,Low
5,1,7,5,4,High
7,1,1,1,0,High
8,0,3,2,2,Low
2,1,20,18,18,Medium
8,0,3,2,0,High
5,1,4,3,2,High
5,1,10,9,7,Low
0,2,4,3,2,Low
6,1,10,9,7,High
3,1,12,10,8,High
4,0,224,186,185,High
6,1,16,11,9,High
0,2,2,1,0,Medium
5,1,3,2,0,Low
0,2,2,1,0,Low
1,1,16,13,13,Medium
1,1,10,7,6,Low
2,1,10,10,7,Low
5,1,3,2,0,High
3,1,10,7,4,High
5,1,3,2,2,Medium
5,1,3,2,1,Low
4,0,354,319,316,High
1,1,27,19,18,High
7,1,2,2,0,Medium
7,1,2,2,1,Low
5,1,5,4,2,High
2,1,21,17,15,Medium
5,1,9,7,5,Low
7,1,1,0,0,High
0,2,5,5,2,Medium
3,1,3,2,2,Medium
8,0,4,4,2,Medium
4,0,282,250,247,Medium
2,1,9,8,6,High
6,1,4,4,2,Medium
7,0,3,3,0,High
0,2,2,1,0,High
3,1,12,9,8,Low
5,1,5,5,4,Low
5,1,7,6,5,Low
6,2,19,19,18,Low
3,1,5,5,4,High
2,1,26,21,21,High
1,1,26,26,26,High
4,0,325,317,315,Low
0,2,4,4,2,Low
3,1,5,5,2,Medium
5,1,8,6,6,Low
5,1,7,6,5,Medium
8,0,5,4,4,High
8,1,6,6,5,Low
4,0,165,147,147,Medium
3,1,8,6,4,Medium
0,2,3,2,0,Medium
4,0,324,224,221,High
3,1,8,8,8,Low
5,1,8,8,7,Medium
8,0,3,3,1,Low
2,1,23,20,17,Low
6,1,20,16,13,Low
0,2,6,5,2,High
7,1,4,4,4,Medium
6,1,12,8,6,High
6,1,16,14,12,Low
2,1,30,22,22,Medium
2,1,19,16,13,Low
2,1,11,9,6,Low
5,1,7,5,2,High
3,1,8,8,8,Low
0,2,2,2,0,Low
7,1,3,3,3,Medium
1,1,7,5,2,Medium
6,2,7,5,4,High
5,1,8,6,4,Low
4,0,215,151,150,Low
5,1,7,5,2,High
8,1,5,5,5,Low
3,1,6,4,2,Low
7,1,5,5,3,High
7,1,2,2,1,High
1,1,19,13,13,Medium
1,1,30,21,18,Low
4,0,226,216,216,Low
5,0,6,6,3,Medium
2,1,15,11,8,Medium
0,2,6,5,3,Medium
0,2,6,5,4,Low
3,1,14,11,9,Medium
3,1,14,12,12,High
7,1,4,4,2,Low
1,1,14,13,10,Low
6,2,17,16,14,Medium
3,1,6,5,4,Low
5,1,7,6,6,Medium
1,1,23,23,20,Low
3,1,10,10,8,Medium
6,1,18,14,14,Low
0,2,7,6,6,High
6,1,15,14,11,High
0,2,3,3,1,Low
5,1,5,4,2,Medium
6,1,5,4,3,High
4,0,233,233,230,Medium
2,1,5,5,2,Low
6,1,11,11,9,Low
3,1,13,11,8,Medium
1,1,7,7,5,Low
5,1,5,5,4,High
8,1,5,4,4,Medium
0,2,7,6,3,Low
7,1,1,0,0,High
0,2,4,4,1,Medium
1,1,10,10,10,Medium
2,1,23,18,15,Medium
5,0,6,6,6,High
6,1,13,10,8,Low
6,1,13,9,9,High
8,1,2,1,1,High
0,2,6,5,3,High
0,2,2,1,0,High
7,1,4,3,1,Medium
1,1,17,16,13,Low
3,1,5,5,3,Low
7,1,1,1,0,Low
2,1,23,18,15,High
8,1,3,3,0,High
6,1,11,9,7,Low
5,0,7,5,2,Medium
4,0,197,191,188,Low
4,0,198,193,192,High
1,1,15,13,10,Low
0,2,7,7,7,Low
2,1,13,9,9,Medium
2,0,29,27,26,High
6,1,18,16,14,Low
5,0,3,2,1,High
3,1,4,4,1,Low
0,2,3,3,3,Low
3,1,9,6,6,Low
6,2,3,3,0,Low
8,1,2,1,1,High
7,1,3,3,2,High
0,2,7,7,5,High
4,0,317,283,281,Low
6,1,9,9,9,High
2,1,27,20,17,High
7,1,5,4,1,Low
4,0,222,182,181,Low
7,1,1,0,0,High
6,1,9,7,5,High
4,0,104,89,89,Low
5,1,6,4,1,High
1,1,20,15,12,High
8,0,5,5,3,Low
7,1,5,5,4,Medium
3,1,13,10,10,Low
7,1,2,1,0,High
1,1,29,24,24,Medium
3,1,5,4,3,Low
1,1,23,16,16,Medium
0,2,2,1,0,Medium
1,1,22,18,17,Low
1,1,11,9,7,Low
3,1,5,4,3,Low
4,0,63,58,57,Medium
1,1,25,20,18,Medium
6,1,8,8,5,Medium
3,1,8,8,5,High
3,1,14,11,11,High
6,1,6,6,6,Low
0,2,6,6,5,High
1,1,17,12,12,High
5,0,4,3,2,High
5,1,4,4,1,High
7,1,3,3,1,High
3,1,14,11,8,High
3,1,3,3,2,Low
8,0,7,6,5,High
6,1,10,10,8,Low
4,0,224,169,169,Low
2,1,25,20,19,Low
2,1,22,18,17,Medium
7,1,1,0,0,High
3,1,13,11,11,High
1,1,28,19,17,High
0,2,6,5,2,High
7,1,4,3,1,Low
2,1,21,19,18,Medium
5,1,10,7,4,Medium
7,1,2,1,0,High
7,1,5,4,3,High
3,1,12,10,7,Low
0,2,7,6,5,High
0,2,5,5,2,Medium
0,2,2,2,2,Medium
0,2,4,4,1,Medium
4,0,93,89,87,Medium
8,0,2,1,0,High
0,2,2,2,0,High
0,2,4,3,2,High
6,1,12,12,9,Low
2,1,30,26,26,High
2,1,17,17,17,Medium
0,2,2,2,1,Low
5,1,7,6,5,High
4,0,105,74,73,Low
7,1,1,0,0,High
3,1,8,7,7,Medium
5,1,9,8,8,Medium
4,0,73,70,69,Low
6,1,18,15,15,Low
4,0,298,283,281,Low
8,0,5,4,1,High
0,2,2,2,0,Medium
6,1,8,8,5,Low
8,1,7,5,5,Low
5,0,9,7,4,High
4,0,267,245,245,High
2,1,21,17,16,High
5,1,9,8,5,Low
3,1,13,13,13,Low
6,1,14,12,12,Medium
4,0,300,299,296,Medium
2,1,28,23,22,High
1,1,29,26,24,Medium
0,2,7,6,6,Low
0,2,4,4,3,Low
6,1,15,12,10,High
5,1,3,2,1,High
3,1,12,11,9,High
4,0,359,266,265,Medium
6,1,16,11,11,High
3,1,7,5,2,Low
1,1,29,29,28,Low
1,1,20,14,13,High
3,1,6,5,3,Low
6,1,16,11,8,Low
3,1,12,10,8,High
2,1,30,20,20,High
5,1,3,2,2,Medium
8,1,5,5,3,High
7,1,1,1,1,Medium
4,0,219,184,183,Medium
1,1,18,17,16,Medium
1,1,8,8,6,Medium
7,1,4,4,2,High
3,1,6,5,5,Low
2,1,15,12,9,High
1,1,8,7,4,Medium
8,1,7,5,3,High
1,1,11,9,8,High
5,1,5,4,2,Medium
3,1,11,8,8,Low
3,1,13,11,11,Medium
4,0,73,57,57,Low
7,1,2,2,2,Low
7,1,1,1,0,High
0,2,7,6,5,Low
2,1,13,13,12,High
1,1,7,5,3,Low
6,1,15,14,11,Low
4,0,243,199,197,Medium
5,1,6,5,5,High
7,1,5,4,2,High
8,1,3,3,1,Low
5,0,3,2,1,High
4,0,308,219,217,Low
2,1,12,10,8,High
1,1,29,20,18,Low
2,1,24,19,17,Medium
4,0,123,111,109,Medium
2,1,14,12,11,Medium
7,1,4,3,0,Medium
3,1,9,9,7,High
4,0,227,192,191,Low
6,1,6,6,4,Medium
0,2,2,2,2,Low
4,0,135,95,95,Low
2,1,21,17,14,High
6,1,10,9,7,High
7,1,5,5,5,Low
1,1,15,11,11,Medium
6,1,13,9,9,Low
1,1,29,22,19,Low
8,0,3,3,2,Low
8,0,7,5,3,High
4,0,138,102,99,Low
2,1,16,14,12,Medium
0,2,4,3,0,Low
6,1,10,7,4,Low
5,1,3,2,0,Medium
8,0,4,3,0,High
1,1,17,13,12,High
5,1,10,9,7,Medium
8,0,3,3,2,High
2,1,14,12,10,Medium
8,0,3,2,2,High
5,1,3,2,0,Medium
1,1,22,17,14,Medium
7,1,4,4,2,Medium
7,1,2,2,1,High
1,2,9,8,5,High
0,2,7,7,5,Medium
4,0,332,284,284,Low
5,1,3,3,0,Low
5,0,9,6,4,Low
3,1,14,12,10,Medium
8,0,3,2,0,High
3,1,7,5,5,High
0,2,4,3,3,Low
5,1,7,6,3,Medium
0,2,5,5,2,Medium
4,0,266,187,184,Medium
6,1,13,11,11,Medium
7,1,2,1,0,Low
6,1,20,19,18,Low
2,1,18,15,14,High
5,0,4,4,2,Medium
4,0,255,197,196,Low
3,1,4,3,3,Medium
1,1,28,28,27,Low
8,1,4,3,3,Medium
3,1,5,5,2,Low
6,1,6,5,3,Medium
4,0,151,106,105,Low
3,1,8,7,4,Medium
0,2,2,1,0,Medium
0,2,7,6,3,Low
2,1,29,23,22,High
2,1,17,14,12,Medium
4,0,192,158,156,Medium
4,0,304,229,227,Medium
0,2,5,4,4,Medium
5,0,8,6,5,High
6,1,8,8,5,Medium
0,2,2,1,0,High
7,1,2,2,0,Low
6,1,20,19,18,Low
4,0,189,134,131,High
5,1,8,7,4,Low
2,1,10,10,10,High
4,0,142,96,96,Medium
2,1,13,13,11,Medium
3,1,3,2,0,High
4,0,134,91,91,Low
6,1,15,13,11,Medium
8,1,2,2,1,Low
7,1,5,5,4,High
6,1,10,10,7,High
1,1,20,18,17,Low
7,1,4,3,3,Low
1,1,24,20,19,Medium
0,2,5,4,2,Medium
8,1,5,4,2,Medium
6,1,4,4,2,Low
6,1,17,17,17,Low
4,0,156,144,143,Low
5,1,10,8,7,Medium
6,2,16,15,14,Low
8,0,7,7,5,Low
3,1,6,6,4,Medium
3,1,7,7,4,High
1,1,20,20,18,Medium
2,1,5,4,3,High
5,1,10,10,8,Low
7,1,1,0,0,High
2,1,8,8,8,Medium
1,1,13,13,13,Low
8,1,6,6,4,High
2,1,25,22,21,Low
5,1,3,3,0,High
6,1,8,7,6,Low
8,1,5,5,4,Low
2,1,27,21,20,Medium
3,1,4,3,0,High
1,1,16,12,12,Medium
8,1,6,4,4,High
4,0,266,236,234,Medium
3,1,4,3,0,Low
6,1,10,10,7,Medium
1,1,18,14,13,Low
6,1,12,10,10,Medium
4,0,91,78,75,High
4,0,200,135,134,Medium
2,1,22,15,13,Medium
7,0,4,3,2,Medium
5,1,3,2,0,High
3,1,8,6,6,Medium
1,1,21,15,14,Low
2,1,8,6,5,Low
7,1,4,4,2,Low
4,0,360,241,238,High
5,0,3,3,2,High
1,1,24,23,20,Low
3,1,9,7,4,High
7,1,4,4,1,Medium
7,1,2,1,0,High
7,1,4,4,4,High
4,0,214,188,185,High
6,1,20,16,15,Low
3,1,3,2,2,High
1,1,7,7,4,Low
0,2,6,5,2,Medium
1,1,16,15,15,Medium
3,1,4,3,2,Low
6,1,3,3,0,Low
2,1,8,7,7,High
0,2,4,3,3,High
0,2,4,4,4,Low
5,0,8,6,5,High
2,1,22,19,18,High
0,2,2,1,0,Medium
4,0,337,331,330,Medium
6,2,21,16,14,Medium
5,0,4,3,1,High
7,1,5,4,4,Medium
3,1,11,10,9,Medium
7,1,1,0,0,High
3,1,3,2,0,High
5,1,8,6,5,Medium
3,1,13,10,9,Medium
7,1,4,3,1,Medium
3,1,8,7,5,Medium
5,0,5,4,1,Medium
8,0,7,6,5,Low
6,1,16,14,13,Low
5,1,9,6,6,Medium
8,0,5,4,3,Medium
0,2,5,4,3,Low
8,0,5,5,4,High
1,1,8,6,6,Low
6,1,20,17,17,Low
5,0,3,3,3,Low
0,2,3,2,0,High
4,0,219,204,202,Medium
8,1,3,3,2,High
4,0,265,189,187,Medium
8,1,3,2,2,High
1,1,26,18,18,Medium
5,0,3,2,0,Medium
4,0,136,92,92,Low
0,2,4,4,1,Low
4,0,255,209,206,Medium
8,0,4,4,3,Medium
6,2,4,4,4,Medium
7,1,2,1,0,High
4,0,82,59,57,Low
8,0,2,1,0,High
8,0,7,5,5,Medium
7,1,3,3,2,Medium
3,1,8,7,6,Low
3,1,6,4,2,Medium
7,1,3,3,2,Medium
6,1,19,14,11,Medium
2,1,21,17,15,Low
6,1,19,17,17,Medium
7,1,1,0,0,High
6,2,21,16,16,Medium
4,0,326,230,230,Low
6,1,3,3,3,Medium
1,1,23,21,21,High
6,1,12,9,8,Medium
3,1,6,6,3,Medium
4,0,272,234,232,High
6,1,13,9,7,Medium
4,0,221,185,182,Medium
8,0,6,4,1,High
6,1,17,13,11,Medium
8,1,5,4,1,Low
8,1,3,2,2,High
5,1,9,6,4,Low
8,0,6,6,4,High
6,1,10,7,6,High
3,1,12,9,9,Medium
2,1,7,6,5,Medium
2,1,5,5,5,Medium
7,1,5,5,5,Medium
2,1,5,4,4,High
4,0,260,185,182,Low
0,2,4,4,2,Low
1,1,17,13,11,Low
4,0,288,236,236,Low
1,1,12,10,10,Medium
3,1,6,4,2,Low
1,1,27,20,20,Medium
8,0,5,4,2,High
3,1,3,3,0,Medium
5,1,3,3,2,Medium
4,0,338,321,318,Medium
2,1,9,9,6,High
4,0,246,219,216,Medium
8,0,5,4,3,High
4,0,233,174,174,Low
3,1,12,11,9,Low
4,0,262,178,176,Medium
6,1,3,2,2,Medium
1,1,19,13,12,Medium
8,0,7,7,5,Low
3,1,12,12,10,Low
3,1,12,8,5,High
1,1,10,10,10,Medium
4,0,340,339,339,High
8,0,3,2,2,High
0,2,3,3,3,High
5,0,4,4,3,High
3,1,12,12,11,High
3,1,5,4,3,Medium
0,2,2,2,0,Low
2,1,5,5,4,Medium
5,0,3,2,0,Medium
3,1,12,8,7,High
3,1,9,8,8,Medium
3,1,4,4,4,High
7,1,2,1,1,Medium
0,2,4,4,1,Medium
4,0,93,72,70,Medium
1,1,17,16,15,High
4,0,290,198,195,High
8,1,7,7,7,High
6,1,19,18,16,Low
8,1,3,3,2,Low
8,1,2,1,0,High
0,2,5,4,2,Low
6,2,8,6,6,High
5,1,4,3,1,Low
5,1,10,9,7,High
3,1,12,10,7,High
0,2,7,6,5,Medium
0,2,3,3,0,Low
1,1,17,14,11,Medium
2,1,13,13,12,Low
0,2,4,3,3,High
7,1,4,4,4,Medium
7,1,4,3,1,Medium
7,1,5,5,3,Medium
7,1,4,4,1,Low
3,1,14,10,10,Medium
0,2,2,2,2,Low
4,0,133,130,129,Medium
2,1,8,6,5,Low
5,0,5,5,4,High
8,1,3,3,1,Low
3,1,12,11,8,Medium
2,1,18,16,13,Low
0,2,3,3,3,Low
8,1,2,2,0,Medium
6,1,18,12,11,Low
7,1,1,0,0,High
3,1,4,3,2,Low
3,1,4,3,2,Medium
3,1,14,10,9,Medium
1,1,14,13,12,Medium
5,1,4,3,2,High
7,1,3,3,0,High
3,1,11,11,10,Medium
1,1,16,16,16,Low
4,0,233,207,207,Low
7,1,1,0,0,High
6,2,12,9,7,Low
6,1,16,12,11,Medium
2,1,17,15,13,Medium
1,1,23,16,13,Medium
6,1,13,9,7,Medium
7,1,5,5,5,Medium
5,0,9,6,4,High
5,1,6,4,3,High
0,2,4,4,1,Low
0,2,3,3,2,High
4,0,248,193,191,Medium
3,1,3,3,1,Low
3,1,6,4,2,High
2,1,7,5,3,High
6,1,12,11,8,High
8,1,6,4,2,High
0,2,7,6,4,High
4,0,285,259,258,Medium
8,0,2,1,1,High
6,1,3,2,1,Low
6,1,17,13,11,High
2,1,15,13,13,Low
4,0,289,235,232,High
6,1,10,7,5,Low
2,1,7,7,7,High
1,1,22,20,19,High
4,0,163,132,129,Medium
6,1,20,17,17,Medium
1,1,26,24,23,Medium
5,1,9,7,7,Medium
5,1,8,6,3,High
6,1,15,11,10,Medium
8,1,7,7,4,High
8,1,5,4,3,High
8,1,3,3,1,Low
3,1,10,10,10,Medium
7,1,4,3,1,High
0,2,3,2,2,Low
6,1,9,6,4,Medium
0,2,4,3,3,Medium
3,1,8,6,6,High
0,2,2,2,0,High
0,2,3,2,1,Low
5,1,6,5,2,High
2,1,13,10,7,High
8,0,3,2,2,High
6,1,9,6,3,Medium
2,1,10,8,6,High
6,1,15,10,10,Medium
2,1,14,11,11,High
5,1,5,4,3,High
0,2,6,4,4,Medium
4,0,68,67,67,Low
4,0,123,103,102,Low
3,1,5,4,2,High
3,1,13,10,10,Medium
2,1,25,18,15,Low
1,1,8,8,5,Low
6,2,11,9,8,High
1,1,7,6,6,Low
3,1,12,10,8,Medium
3,1,13,13,11,Medium
4,0,174,149,148,Medium
8,1,6,6,5,High
5,0,10,10,8,Low
4,0,133,95,93,Medium
5,1,3,2,2,High
8,0,6,4,4,Medium
5,0,7,6,5,Medium
1,1,12,9,8,Low
7,1,5,5,3,Medium
7,1,4,3,0,High
7,1,3,2,2,High
4,0,352,285,285,Medium
6,1,8,8,7,Medium
0,2,6,5,3,Medium
2,1,11,9,8,Medium
6,2,21,17,16,High
1,1,23,21,21,Low
3,1,8,6,4,Low
4,0,321,259,257,Low
7,1,1,1,0,Medium
8,0,4,4,2,Medium
2,1,6,5,2,Low
7,1,1,0,0,High
8,1,5,4,1,High
5,0,10,9,6,High
3,1,11,8,6,Low
8,0,7,7,7,Low
4,0,145,123,123,Medium
3,1,7,5,4,High
4,0,247,228,227,Low
5,0,7,6,5,Medium
2,1,16,12,11,Medium
3,1,11,9,7,High
2,1,14,12,9,Low
5,1,10,9,9,High
7,1,2,2,0,Medium
7,0,1,0,0,High
2,1,28,26,23,Low
5,1,8,7,5,Low
4,0,270,202,199,Low
2,1,11,11,8,High
8,1,2,2,0,High
0,2,2,2,0,Low
1,1,18,12,11,Medium
1,1,28,21,21,Medium
0,2,3,3,2,Low
6,1,19,17,16,Medium
5,1,4,4,1,Low
8,0,6,4,2,High
8,0,4,3,2,High
6,1,5,5,3,High
5,1,7,7,6,Low
4,0,114,92,92,Low
3,1,8,7,4,Low
0,2,4,4,3,Low
6,1,15,13,13,Medium
6,1,18,17,17,Low
0,2,2,1,0,High
6,1,13,12,10,Medium
5,1,8,7,4,High
3,1,8,7,7,Medium
6,1,9,7,5,Medium
8,0,3,2,1,High
7,1,2,1,0,High
6,2,21,18,18,High
8,0,7,6,5,Low
1,1,13,13,13,High
4,0,244,178,175,Medium
4,0,223,195,195,Low
7,1,4,3,3,High
2,1,6,4,2,Low
4,0,223,220,219,Low
2,1,12,10,9,Low
2,1,12,12,12,Medium
7,1,4,3,2,High
5,1,3,2,0,High
6,1,4,4,4,Low
0,2,6,6,6,High
5,1,4,3,0,Medium
8,0,2,1,0,Medium
0,2,7,5,3,Medium
2,1,13,11,8,Low
5,1,6,6,5,Medium
4,0,78,66,65,High
0,2,7,7,5,Low
3,1,4,4,3,Medium
1,1,14,14,14,Medium
6,1,12,9,8,High
1,1,23,19,18,Medium
6,1,4,3,2,Medium
6,1,15,14,11,Medium
7,1,4,3,1,Medium
5,0,7,6,4,High
0,2,5,4,2,Low
0,2,4,4,4,Low
0,2,6,4,4,High
6,1,6,5,5,Low
5,0,7,6,4,High
7,1,2,1,0,High
7,1,4,3,1,Low
6,1,21,15,12,Medium
4,0,144,136,136,Low
8,0,5,4,3,Medium
4,0,109,102,102,High
1,1,13,10,8,Low
2,1,20,18,17,High
8,0,3,2,1,High
4,0,78,75,72,Low
5,1,3,3,0,Medium
7,1,4,4,1,Medium
1,1,24,24,24,Low
4,0,129,115,112,Low
2,1,30,22,19,Medium
3,1,9,7,5,Low
4,0,299,230,229,High
3,1,3,2,0,High
7,1,4,4,2,Medium
8,1,7,7,4,Medium
0,2,6,5,3,Low
0,2,4,4,3,Low
6,1,7,5,4,Low
5,1,3,2,2,High
2,1,9,7,7,High
8,0,4,3,3,Low
6,1,11,9,9,Medium
3,1,4,3,1,Low
0,2,3,2,2,Low
3,1,5,4,3,High
5,1,9,8,7,Low
4,0,128,91,89,High
6,1,6,4,1,Low
1,1,20,18,16,Medium
0,2,4,3,0,Low
0,2,7,5,4,Medium
3,1,9,7,5,Low
4,0,160,115,115,Low
0,2,3,2,1,Low
1,1,12,8,6,High
6,1,6,6,4,Medium
7,1,1,1,0,Low
5,1,9,9,9,Medium
3,1,11,9,8,Medium
0,2,4,4,2,Low
7,1,5,4,2,High
8,1,6,6,6,Low
1,1,7,5,5,High
8,0,2,2,2,High
6,1,3,2,2,High
6,1,13,9,6,High
1,1,15,11,11,Low
6,1,15,15,12,Low
4,0,126,107,105,Low
3,1,14,12,10,Low
6,1,20,19,16,Low
4,0,271,194,193,Low
4,0,342,277,274,Medium
3,1,3,2,0,Medium
5,0,9,7,7,Low
7,1,2,1,0,High
0,2,3,3,0,Medium
0,2,4,3,3,Low
4,0,365,246,243,Low
8,1,6,5,2,High
2,1,9,8,5,Medium
1,1,11,11,10,Medium
8,1,4,4,2,Medium
7,1,1,1,0,High
7,1,4,3,2,High
8,0,6,4,3,High
1,1,10,9,6,Low
3,1,10,7,6,High
1,1,11,11,11,Low
1,1,13,12,12,Low
2,1,11,8,6,Low
5,1,9,7,4,High
1,1,12,10,7,Low
1,1,7,5,5,Medium
3,0,11,9,9,High
5,1,5,5,5,Medium
3,1,12,9,7,Medium
3,1,8,7,6,High
2,1,12,10,7,Low
3,1,11,11,9,Medium
2,1,21,19,18,Low
8,1,3,3,2,Medium
3,1,13,10,8,Medium
3,1,6,4,2,Medium
2,1,11,10,10,High
7,1,4,4,4,Low
7,1,2,1,0,Medium
5,1,7,7,7,Medium
7,1,1,1,0,High
1,1,13,10,7,High
0,2,7,6,3,High
8,0,6,4,4,Low
5,1,5,4,2,High
8,1,5,5,3,Medium
0,2,2,2,0,Low
4,0,215,181,179,Low
8,0,2,2,1,Low
7,1,3,2,2,High
2,1,6,5,5,Low
5,0,4,3,2,Medium
8,0,7,6,5,High
5,0,9,9,7,High
8,1,7,6,5,High
0,2,6,5,2,Low
5,0,3,2,2,High
3,1,13,9,8,Low
0,2,5,4,2,Low
7,1,2,1,0,High
3,1,11,10,8,Low
6,1,6,6,5,Low
2,1,30,29,27,Medium
8,1,7,5,3,High
0,2,7,6,5,Low
4,0,315,312,309,Medium
1,1,26,24,21,Medium
5,1,5,5,2,Low
7,1,1,0,0,High
7,1,2,2,1,Medium
7,1,5,5,2,Medium
1,1,25,23,21,High
0,2,5,4,2,Medium
6,1,3,2,1,Medium
5,1,8,7,7,Medium
6,1,7,5,2,High
5,0,3,2,1,High
4,0,170,155,155,High
2,1,16,13,10,High
5,1,6,4,1,Low
1,1,14,12,11,Medium
1,1,12,8,5,Medium
7,1,1,1,0,Medium
1,1,25,25,22,High
7,1,3,3,3,Low
1,1,26,22,19,Medium
8,1,2,2,1,Low
7,1,3,3,1,Medium
6,1,3,3,0,Low
8,1,2,1,0,High
7,2,1,0,0,High
6,1,7,6,4,High
4,0,190,146,145,Low
0,2,4,3,1,High
6,2,12,9,9,Medium
1,1,25,24,23,Low
6,1,7,7,7,Low
1,1,13,10,9,High
4,0,323,299,297,High
7,1,2,2,0,Medium
8,1,6,5,2,Medium
5,1,5,4,2,Low
0,2,7,6,6,Low
0,2,4,4,1,Medium
8,0,2,2,0,High
6,1,11,11,9,Medium
6,2,8,7,6,Medium
2,1,8,7,6,Medium
8,0,6,4,3,High
8,0,2,1,0,High
6,2,9,8,8,Medium
1,1,15,14,13,Low
0,2,5,5,2,Low
8,1,2,1,0,High
4,0,228,190,189,High
3,1,4,3,0,Medium
3,1,8,8,5,Low
8,0,5,5,4,Low
7,1,3,3,3,Low
8,0,2,1,1,High
1,1,28,25,23,Medium
7,1,1,0,0,High
8,0,3,2,2,High
6,1,6,6,3,Low
1,1,27,19,16,Low
6,1,21,18,18,Medium
7,1,1,0,0,High
1,1,7,7,6,Low
6,1,4,3,3,High
1,1,11,10,10,Low
3,1,6,4,3,High
4,0,343,287,286,High
7,1,3,3,0,Medium
8,0,4,4,2,High
0,2,2,1,0,Medium
2,1,13,9,6,Medium
7,1,2,2,0,High
8,1,2,1,1,High
1,1,18,14,12,Medium
4,0,358,331,328,Low
0,2,6,6,3,Low
2,1,29,24,22,High
8,1,3,2,2,High
0,2,3,3,3,Low
5,1,6,4,3,High
0,2,3,2,0,Medium
8,0,5,4,4,High
6,1,20,14,11,High
4,0,98,98,98,Low
6,1,11,11,8,Medium
3,1,13,13,13,Low
4,0,72,70,69,Medium
2,1,28,28,25,Medium
8,0,5,4,1,Medium
7,1,1,1,0,Low
7,1,5,4,2,Medium
8,0,2,2,1,Low
4,0,139,98,96,High
7,1,1,1,0,High
7,1,4,4,2,Medium
6,1,3,2,0,Medium
0,2,3,2,1,High
2,1,11,8,7,Low
8,0,5,4,4,Medium
3,1,10,7,6,Low
7,1,2,2,0,Medium
7,1,5,4,4,Medium
4,0,254,207,204,Low
0,2,5,4,2,Low
1,1,30,30,28,High
2,1,29,27,25,Low
7,1,5,5,4,Low
0,2,2,1,1,Low
5,1,8,8,7,Low
7,1,5,4,3,High
8,1,4,4,1,Medium
7,1,1,1,0,High
6,1,19,16,16,Medium
3,1,7,7,5,Medium
5,0,5,4,2,Medium
8,1,6,5,5,Medium
5,1,3,3,1,Low
8,1,7,6,5,Low
2,1,19,15,12,High
4,0,130,90,90,Low
4,0,216,175,172,Low
5,1,5,5,5,Low
4,0,166,156,154,Low
7,1,3,2,0,Medium
8,1,5,4,3,Low
0,2,2,1,0,Medium
6,1,19,19,17,High
3,1,9,9,6,Low
6,1,19,15,13,High
8,1,3,3,1,Medium
7,1,4,4,4,Medium
0,2,5,5,3,Low
2,1,8,6,5,High
0,2,7,5,4,Low
7,1,3,2,1,High
3,1,13,9,9,Medium
2,1,24,24,24,High
2,1,22,17,15,High
5,1,3,2,0,High
4,0,180,167,164,Low
0,2,6,6,4,Medium
7,1,4,3,2,High
0,2,3,2,0,Medium
1,1,21,17,14,Medium
8,1,5,4,3,High
3,1,11,8,5,High
7,2,1,0,0,High
1,1,13,13,13,Low
5,1,10,8,7,Medium
7,1,4,3,2,High
4,0,122,113,111,Low
6,2,8,6,4,Low
0,2,3,3,0,Low
5,1,6,4,4,Medium
8,1,7,5,4,High
0,2,2,2,0,Medium
0,2,2,1,1,Low
8,1,4,3,2,High
6,1,15,14,12,Low
4,0,247,221,220,Medium
1,1,19,16,16,Low
7,1,5,4,3,High
7,1,1,0,0,High
5,0,5,4,1,Medium
1,1,11,11,10,Medium
7,1,4,3,3,Medium
1,1,26,18,16,Low
1,1,23,17,14,Low
4,0,185,177,177,Medium
6,1,14,10,9,Low
4,0,271,198,196,Medium
8,0,7,6,6,Medium
1,1,9,9,6,Low
3,1,10,9,8,High
5,1,10,10,9,High
6,1,7,5,4,Medium
0,2,7,7,6,High
4,0,126,85,85,High
1,1,25,25,24,High
3,1,12,8,6,High
2,1,9,7,6,Medium
0,2,3,2,0,Medium
3,1,10,9,6,Low
0,2,3,3,0,Low
8,1,3,2,0,High
8,0,7,5,5,High
3,1,13,9,7,Medium
7,1,2,2,0,Medium
8,0,2,1,1,High
8,1,5,4,1,Medium
8,1,5,4,2,Low
6,1,14,13,10,Low
8,1,3,3,2,Medium
1,1,29,23,22,High
7,1,3,2,1,High
6,1,3,3,0,Medium
8,0,5,4,1,Low
1,1,12,8,6,High
5,1,9,8,8,High
6,1,13,9,7,Medium
7,1,4,3,1,Medium
6,1,16,14,14,Medium
5,1,4,3,0,High
6,1,18,18,18,Medium
7,1,3,3,0,Medium
7,1,4,4,4,High
5,1,6,4,1,Medium
1,1,10,9,9,Low
5,1,3,3,2,High
2,1,21,16,14,High
